,county,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,stateFIPS,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
866,Chase County         6,¶,¶,¶,¶,20,,,,
867,Chautauqua County         6,¶,¶,¶,¶,20,,,,
868,Cherokee County         6,¶,¶,¶,¶,20,,,,
869,Cheyenne County         6,¶,¶,¶,¶,20,,,,
870,Clark County         6,¶,¶,¶,¶,20,,,,
871,Clay County         6,¶,¶,¶,¶,20,,,,
872,Cloud County         6,¶,¶,¶,¶,20,,,,
873,Coffey County         6,¶,¶,¶,¶,20,,,,
874,Comanche County         6,¶,¶,¶,¶,20,,,,
875,Cowley County         6,¶,¶,¶,¶,20,,,,
876,Crawford County         6,¶,¶,¶,¶,20,,,,
877,Decatur County         6,¶,¶,¶,¶,20,,,,
878,Dickinson County         6,¶,¶,¶,¶,20,,,,
879,Doniphan County         6,¶,¶,¶,¶,20,,,,
880,Douglas County         6,¶,¶,¶,¶,20,,,,
881,Edwards County         6,¶,¶,¶,¶,20,,,,
882,Elk County         6,¶,¶,¶,¶,20,,,,
883,Ellis County         6,¶,¶,¶,¶,20,,,,
884,Ellsworth County         6,¶,¶,¶,¶,20,,,,
885,Finney County         6,¶,¶,¶,¶,20,,,,
886,Ford County         6,¶,¶,¶,¶,20,,,,
887,Franklin County         6,¶,¶,¶,¶,20,,,,
888,Geary County         6,¶,¶,¶,¶,20,,,,
889,Gove County         6,¶,¶,¶,¶,20,,,,
890,Graham County         6,¶,¶,¶,¶,20,,,,
891,Grant County         6,¶,¶,¶,¶,20,,,,
892,Gray County         6,¶,¶,¶,¶,20,,,,
893,Greeley County         6,¶,¶,¶,¶,20,,,,
894,Greenwood County         6,¶,¶,¶,¶,20,,,,
895,Hamilton County         6,¶,¶,¶,¶,20,,,,
896,Harper County         6,¶,¶,¶,¶,20,,,,
897,Harvey County         6,¶,¶,¶,¶,20,,,,
898,Haskell County         6,¶,¶,¶,¶,20,,,,
899,Hodgeman County         6,¶,¶,¶,¶,20,,,,
900,Jackson County         6,¶,¶,¶,¶,20,,,,
901,Jefferson County         6,¶,¶,¶,¶,20,,,,
902,Jewell County         6,¶,¶,¶,¶,20,,,,
903,Johnson County         6,¶,¶,¶,¶,20,,,,
904,Kearny County         6,¶,¶,¶,¶,20,,,,
905,Kingman County         6,¶,¶,¶,¶,20,,,,
906,Kiowa County         6,¶,¶,¶,¶,20,,,,
907,Labette County         6,¶,¶,¶,¶,20,,,,
908,Lane County         6,¶,¶,¶,¶,20,,,,
909,Leavenworth County         6,¶,¶,¶,¶,20,,,,
910,Lincoln County         6,¶,¶,¶,¶,20,,,,
911,Linn County         6,¶,¶,¶,¶,20,,,,
912,Logan County         6,¶,¶,¶,¶,20,,,,
913,Lyon County         6,¶,¶,¶,¶,20,,,,
914,Marion County         6,¶,¶,¶,¶,20,,,,
915,Marshall County         6,¶,¶,¶,¶,20,,,,
916,McPherson County         6,¶,¶,¶,¶,20,,,,
917,Meade County         6,¶,¶,¶,¶,20,,,,
918,Miami County         6,¶,¶,¶,¶,20,,,,
919,Mitchell County         6,¶,¶,¶,¶,20,,,,
920,Montgomery County         6,¶,¶,¶,¶,20,,,,
921,Morris County         6,¶,¶,¶,¶,20,,,,
922,Morton County         6,¶,¶,¶,¶,20,,,,
923,Nemaha County         6,¶,¶,¶,¶,20,,,,
924,Neosho County         6,¶,¶,¶,¶,20,,,,
925,Ness County         6,¶,¶,¶,¶,20,,,,
926,Norton County         6,¶,¶,¶,¶,20,,,,
927,Osage County         6,¶,¶,¶,¶,20,,,,
928,Osborne County         6,¶,¶,¶,¶,20,,,,
929,Ottawa County         6,¶,¶,¶,¶,20,,,,
930,Pawnee County         6,¶,¶,¶,¶,20,,,,
931,Phillips County         6,¶,¶,¶,¶,20,,,,
932,Pottawatomie County         6,¶,¶,¶,¶,20,,,,
933,Pratt County         6,¶,¶,¶,¶,20,,,,
934,Rawlins County         6,¶,¶,¶,¶,20,,,,
935,Reno County         6,¶,¶,¶,¶,20,,,,
936,Republic County         6,¶,¶,¶,¶,20,,,,
937,Rice County         6,¶,¶,¶,¶,20,,,,
938,Riley County         6,¶,¶,¶,¶,20,,,,
939,Rooks County         6,¶,¶,¶,¶,20,,,,
940,Rush County         6,¶,¶,¶,¶,20,,,,
941,Russell County         6,¶,¶,¶,¶,20,,,,
942,Saline County         6,¶,¶,¶,¶,20,,,,
943,Scott County         6,¶,¶,¶,¶,20,,,,
944,Sedgwick County         6,¶,¶,¶,¶,20,,,,
945,Seward County         6,¶,¶,¶,¶,20,,,,
946,Shawnee County         6,¶,¶,¶,¶,20,,,,
947,Sheridan County         6,¶,¶,¶,¶,20,,,,
948,Sherman County         6,¶,¶,¶,¶,20,,,,
949,Smith County         6,¶,¶,¶,¶,20,,,,
950,Stafford County         6,¶,¶,¶,¶,20,,,,
951,Stanton County         6,¶,¶,¶,¶,20,,,,
952,Stevens County         6,¶,¶,¶,¶,20,,,,
953,Sumner County         6,¶,¶,¶,¶,20,,,,
954,Thomas County         6,¶,¶,¶,¶,20,,,,
955,Trego County         6,¶,¶,¶,¶,20,,,,
956,Wabaunsee County         6,¶,¶,¶,¶,20,,,,
957,Wallace County         6,¶,¶,¶,¶,20,,,,
958,Washington County         6,¶,¶,¶,¶,20,,,,
959,Wichita County         6,¶,¶,¶,¶,20,,,,
960,Wilson County         6,¶,¶,¶,¶,20,,,,
961,Woodson County         6,¶,¶,¶,¶,20,,,,
962,Wyandotte County         6,¶,¶,¶,¶,20,,,,
963,"Powell County          7,8",646.2 ,92,stable,1.1 ,21,586.6, 710.3,-0.4, 2.6
964,"Taylor County          7,8",623.3 ,196,rising,1.4 ,21,583.7, 665.0,0.7, 2.2
965,"Robertson County          7,8",611.6 ,19,stable,2.2 ,21,486.8, 761.3,-1.0, 5.6
966,"Nicholas County          7,8",603.0 ,55,stable,1.4 ,21,532.0, 681.5,-0.5, 3.3
967,"Estill County          7,8",597.4 ,110,stable,-7.8 ,21,547.0, 651.6,-19.5, 5.6
968,"Carroll County          7,8",596.8 ,74,stable,0.0 ,21,535.9, 662.9,-1.2, 1.1
969,"Perry County          7,8",590.7 ,199,stable,0.6 ,21,553.4, 629.8,-0.3, 1.5
970,"Floyd County          7,8",589.8 ,279,stable,-0.3 ,21,558.2, 622.8,-0.8, 0.2
971,"Trimble County          7,8",589.5 ,62,stable,1.9 ,21,523.9, 661.4,-0.2, 4.0
972,"Lawrence County          7,8",589.5 ,115,stable,0.7 ,21,540.5, 641.8,-0.2, 1.6
973,"Carter County          7,8",580.6 ,197,stable,0.9 ,21,543.8, 619.2,0.0, 1.9
974,"Owsley County          7,8",574.6 ,35,stable,1.0 ,21,489.2, 671.7,-1.4, 3.5
975,"Mercer County          7,8",572.7 ,160,stable,0.5 ,21,532.4, 615.4,-0.6, 1.6
976,"Bracken County          7,8",571.9 ,59,stable,0.9 ,21,507.1, 643.2,-1.3, 3.3
977,"Wolfe County          7,8",571.7 ,56,stable,-0.7 ,21,504.2, 646.4,-2.2, 0.8
978,"Clark County          7,8",566.7 ,251,stable,-4.6 ,21,535.1, 599.8,-12.6, 4.1
979,"Washington County          7,8",563.5 ,85,rising,1.5 ,21,509.9, 621.5,0.1, 3.0
980,"Monroe County          7,8",563.1 ,81,rising,2.0 ,21,507.7, 623.3,0.4, 3.6
981,"Marion County          7,8",560.0 ,127,stable,-0.2 ,21,516.3, 606.5,-1.2, 0.8
982,"Clay County          7,8",560.0 ,135,rising,1.0 ,21,517.4, 605.2,0.2, 1.8
983,"Breathitt County          7,8",559.6 ,92,stable,1.4 ,21,507.9, 615.4,-0.1, 3.0
984,"Knox County          7,8",559.5 ,214,stable,0.5 ,21,525.7, 595.0,-0.4, 1.3
985,"Lewis County          7,8",557.0 ,99,stable,1.0 ,21,507.8, 610.1,-0.1, 2.1
986,"Bath County          7,8",556.4 ,83,stable,-1.5 ,21,502.8, 614.4,-3.4, 0.5
987,"Montgomery County          7,8",555.9 ,177,stable,0.5 ,21,519.1, 594.7,-0.3, 1.4
988,"Lee County          7,8",555.9 ,51,stable,0.9 ,21,487.3, 632.2,-0.9, 2.8
989,"McLean County          7,8",553.5 ,69,stable,0.8 ,21,495.1, 617.5,-0.3, 1.9
990,"Bullitt County          7,8",553.2 ,485,stable,0.2 ,21,530.7, 576.5,-0.5, 0.9
991,"Rockcastle County          7,8",553.2 ,117,rising,0.9 ,21,507.9, 601.6,0.2, 1.7
992,"Clinton County          7,8",551.3 ,76,stable,1.1 ,21,495.6, 612.0,-1.0, 3.2
993,"Harlan County          7,8",549.8 ,196,stable,0.4 ,21,514.7, 586.7,-0.7, 1.6
994,"Laurel County          7,8",549.0 ,387,stable,0.4 ,21,524.2, 574.7,-0.1, 0.9
995,"Letcher County          7,8",548.7 ,169,stable,0.1 ,21,510.9, 588.8,-0.8, 1.1
996,"Leslie County          7,8",548.3 ,76,stable,0.9 ,21,492.8, 608.7,-0.4, 2.3
997,"Lincoln County          7,8",546.4 ,169,stable,0.3 ,21,509.3, 585.5,-0.1, 0.7
998,"Russell County          7,8",546.2 ,132,stable,0.6 ,21,503.9, 591.5,-0.7, 1.8
999,"Pike County          7,8",544.4 ,428,stable,0.1 ,21,520.9, 568.8,-0.3, 0.5
1000,"Nelson County          7,8",542.4 ,275,stable,-0.4 ,21,513.3, 572.7,-1.3, 0.5
1001,"Pulaski County          7,8",540.8 ,452,stable,-0.2 ,21,518.1, 564.4,-0.7, 0.3
1002,"Garrard County          7,8",540.0 ,119,stable,-0.5 ,21,496.3, 586.9,-1.6, 0.7
1003,"Mason County          7,8",539.7 ,118,stable,0.0 ,21,495.7, 586.7,-1.0, 1.1
1004,"Anderson County          7,8",538.7 ,136,stable,-0.1 ,21,498.0, 581.8,-1.2, 1.0
1005,"Hardin County          7,8",538.5 ,606,stable,-0.1 ,21,519.2, 558.5,-0.5, 0.3
1006,"Fleming County          7,8",536.9 ,98,stable,0.0 ,21,489.0, 588.5,-1.1, 1.2
1007,"Grant County          7,8",536.5 ,137,stable,0.3 ,21,496.0, 579.4,-0.5, 1.1
1008,"McCreary County          7,8",535.7 ,111,stable,-0.2 ,21,490.9, 583.7,-1.7, 1.3
1009,"Johnson County          7,8",533.6 ,154,stable,0.4 ,21,495.5, 574.0,-0.4, 1.2
1010,"Grayson County          7,8",533.2 ,173,stable,0.6 ,21,497.2, 571.2,-0.6, 1.9
1011,"Hart County          7,8",533.1 ,123,stable,0.9 ,21,490.5, 578.6,-0.5, 2.2
1012,"Ohio County          7,8",533.1 ,160,stable,0.9 ,21,496.0, 572.3,-0.2, 2.0
1013,"Jefferson County          7,8",532.7 ,"4,723",falling,-0.4 ,21,525.8, 539.7,-0.7, -0.2
1014,"Bourbon County          7,8",532.4 ,138,stable,-0.8 ,21,492.4, 575.0,-1.9, 0.3
1015,"Oldham County          7,8",530.9 ,348,falling,-0.8 ,21,504.7, 558.0,-1.3, -0.3
1016,"Green County          7,8",529.9 ,82,rising,1.7 ,21,477.9, 586.5,0.6, 2.8
1017,"Cumberland County          7,8",529.3 ,53,stable,3.5 ,21,464.3, 601.8,-12.0, 21.8
1018,"Boyd County          7,8",526.4 ,341,falling,-0.7 ,21,501.0, 552.8,-1.3, -0.2
1019,"Magoffin County          7,8",525.8 ,81,stable,0.0 ,21,474.3, 581.6,-1.4, 1.4
1020,"Logan County          7,8",525.7 ,182,stable,-0.1 ,21,491.2, 562.2,-1.1, 1.0
1021,"Greenup County          7,8",525.4 ,265,stable,-4.6 ,21,496.7, 555.6,-9.3, 0.4
1022,"Whitley County          7,8",525.0 ,221,stable,0.3 ,21,493.8, 557.8,-0.3, 0.9
1023,"Shelby County          7,8",524.8 ,269,stable,-0.1 ,21,496.3, 554.5,-0.9, 0.7
1024,"Daviess County          7,8",524.3 ,636,stable,2.2 ,21,505.8, 543.3,-1.9, 6.5
1025,"Pendleton County          7,8",524.2 ,91,stable,0.3 ,21,475.7, 576.6,-0.7, 1.3
1026,"Harrison County          7,8",523.2 ,123,stable,-0.2 ,21,481.4, 567.7,-1.2, 0.7
1027,"Menifee County          7,8",523.1 ,44,stable,0.2 ,21,452.5, 602.2,-1.1, 1.5
1028,"Henry County          7,8",522.2 ,104,stable,0.0 ,21,477.0, 570.9,-1.3, 1.2
1029,"Gallatin County          7,8",521.9 ,50,stable,0.9 ,21,455.7, 595.2,-1.2, 3.1
1030,"Edmonson County          7,8",519.8 ,87,stable,0.4 ,21,470.3, 573.7,-0.2, 1.1
1031,"Union County          7,8",518.7 ,89,stable,0.2 ,21,470.3, 570.9,-0.8, 1.2
1032,"Meade County          7,8",518.2 ,160,stable,0.2 ,21,481.8, 556.6,-0.9, 1.3
1033,"Livingston County          7,8",517.8 ,70,stable,0.5 ,21,462.7, 578.4,-0.9, 1.9
1034,"Campbell County          7,8",517.4 ,543,stable,2.8 ,21,497.6, 537.7,-2.3, 8.2
1035,"Butler County          7,8",516.4 ,84,stable,-0.1 ,21,466.9, 570.0,-1.5, 1.2
1036,"Fulton County          7,8",516.0 ,45,stable,0.4 ,21,448.7, 591.3,-0.9, 1.7
1037,"Metcalfe County          7,8",514.9 ,67,stable,0.6 ,21,459.3, 575.7,-0.5, 1.7
1038,"Jessamine County          7,8",514.3 ,281,stable,-0.1 ,21,487.2, 542.6,-0.6, 0.5
1039,"Rowan County          7,8",513.1 ,125,stable,0.3 ,21,472.8, 555.9,-0.7, 1.4
1040,"Barren County          7,8",512.7 ,278,stable,0.4 ,21,485.5, 541.1,-0.1, 0.9
1041,"Franklin County          7,8",512.7 ,316,falling,-0.8 ,21,487.0, 539.5,-1.3, -0.2
1042,"Madison County          7,8",512.1 ,455,stable,-0.5 ,21,490.8, 534.1,-1.1, 0.1
1043,"Owen County          7,8",511.0 ,69,stable,0.2 ,21,456.6, 570.5,-1.0, 1.4
1044,"Bell County          7,8",510.8 ,185,stable,-0.1 ,21,477.5, 546.0,-0.9, 0.7
1045,"Jackson County          7,8",510.7 ,84,stable,0.5 ,21,461.3, 564.2,-1.0, 2.0
1046,"Todd County          7,8",508.8 ,74,rising,3.2 ,21,457.3, 564.6,0.5, 6.0
1047,"Spencer County          7,8",508.5 ,103,stable,-0.1 ,21,463.3, 557.1,-1.2, 0.9
1048,"Scott County          7,8",507.2 ,249,stable,-0.2 ,21,478.5, 537.1,-0.9, 0.6
1049,"Simpson County          7,8",506.1 ,109,falling,-3.4 ,21,463.6, 551.6,-6.3, -0.3
1050,"Woodford County          7,8",504.1 ,161,falling,-1.2 ,21,468.6, 541.7,-2.1, -0.3
1051,"Breckinridge County          7,8",503.9 ,135,stable,0.1 ,21,465.0, 545.4,-0.9, 1.2
1052,"Larue County          7,8",502.7 ,90,stable,0.4 ,21,456.2, 552.9,-0.6, 1.5
1053,"Casey County          7,8",502.3 ,105,stable,-0.1 ,21,458.8, 549.0,-1.5, 1.2
1054,"Knott County          7,8",501.3 ,100,stable,0.4 ,21,456.8, 549.2,-0.7, 1.4
1055,"Martin County          7,8",500.5 ,71,stable,0.2 ,21,448.5, 557.1,-1.2, 1.6
1056,"Kenton County          7,8",500.3 ,878,stable,2.6 ,21,485.2, 515.7,-0.9, 6.3
1057,"Boyle County          7,8",500.2 ,189,stable,0.2 ,21,467.9, 534.1,-0.6, 1.1
1058,"Marshall County          7,8",496.1 ,226,stable,-0.1 ,21,466.5, 527.3,-1.1, 0.9
1059,"Carlisle County          7,8",493.7 ,34,stable,0.7 ,21,419.6, 578.1,-1.3, 2.8
1060,"Muhlenberg County          7,8",493.1 ,204,stable,-0.5 ,21,462.5, 525.2,-1.2, 0.2
1061,"McCracken County          7,8",491.5 ,427,falling,-0.6 ,21,470.2, 513.7,-1.1, -0.1
1062,"Henderson County          7,8",490.9 ,283,stable,-0.5 ,21,464.9, 518.0,-1.1, 0.1
1063,"Crittenden County          7,8",490.6 ,62,stable,-0.2 ,21,435.7, 551.2,-1.7, 1.2
1064,"Fayette County          7,8",490.4 ,"1,528",falling,-0.8 ,21,479.3, 501.8,-1.2, -0.5
1065,"Caldwell County          7,8",488.9 ,86,stable,-0.6 ,21,441.7, 540.0,-1.2, 0.1
1066,"Lyon County          7,8",486.4 ,67,stable,0.5 ,21,433.4, 545.3,-1.0, 2.1
1067,"Ballard County          7,8",484.2 ,55,stable,-0.7 ,21,426.8, 547.9,-2.2, 0.9
1068,"Adair County          7,8",484.0 ,114,stable,-0.4 ,21,443.8, 527.0,-1.3, 0.5
1069,"Graves County          7,8",483.6 ,231,stable,-2.0 ,21,455.4, 513.2,-4.0, 0.0
1070,"Hopkins County          7,8",483.1 ,288,stable,-0.7 ,21,457.8, 509.5,-1.5, 0.1
1071,"Webster County          7,8",482.8 ,81,stable,-0.2 ,21,435.7, 533.9,-1.6, 1.3
1072,"Warren County          7,8",482.3 ,585,falling,-0.7 ,21,464.6, 500.4,-1.3, -0.1
1073,"Trigg County          7,8",479.5 ,102,stable,-0.7 ,21,436.6, 525.9,-1.8, 0.5
1074,"Boone County          7,8",475.9 ,603,falling,-0.5 ,21,458.5, 493.8,-0.9, -0.1
1075,"Morgan County          7,8",472.9 ,75,stable,1.7 ,21,425.1, 524.9,0.0, 3.3
1076,"Allen County          7,8",471.1 ,121,stable,-0.4 ,21,433.4, 511.5,-1.3, 0.5
1077,"Wayne County          7,8",469.3 ,131,stable,-0.1 ,21,432.8, 508.2,-1.3, 1.1
1078,"Christian County          7,8",462.6 ,299,falling,-0.8 ,21,439.1, 487.0,-1.4, -0.2
1079,"Calloway County          7,8",457.9 ,204,stable,-0.6 ,21,429.3, 487.9,-1.8, 0.6
1080,"Hancock County          7,8",435.7 ,46,stable,1.4 ,21,379.9, 497.9,-0.7, 3.5
1081,"Elliott County          7,8",408.9 ,40,stable,-0.8 ,21,352.6, 472.2,-2.7, 1.0
1082,"Hickman County          7,8",404.5 ,29,stable,-0.3 ,21,338.2, 481.6,-2.1, 1.6
1083,Washington County          ,515.0 ,256,stable,1.5 ,23,485.5, 546.1,-6.5, 10.1
1084,Penobscot County          ,506.0 ,988,stable,0.5 ,23,491.5, 520.8,-2.1, 3.2
1085,Piscataquis County          ,495.0 ,140,stable,-1.7 ,23,456.1, 536.9,-10.1, 7.5
1086,Oxford County          ,490.9 ,410,stable,-0.4 ,23,468.9, 513.7,-6.3, 5.8
1087,York County          ,485.9 ,"1,328",stable,0.2 ,23,473.9, 498.3,-5.6, 6.3
1088,Hancock County          ,482.8 ,409,stable,0.8 ,23,460.8, 505.6,-3.4, 5.1
1089,Waldo County          ,482.0 ,270,stable,-1.0 ,23,455.3, 510.1,-5.9, 4.1
1090,Aroostook County          ,481.2 ,511,stable,0.2 ,23,461.7, 501.4,-2.3, 2.8
1091,Knox County          ,475.6 ,296,stable,3.1 ,23,450.2, 502.3,-1.1, 7.4
1092,Androscoggin County          ,474.2 ,634,stable,2.0 ,23,457.4, 491.4,-2.8, 7.0
1093,Kennebec County          ,464.6 ,763,stable,-1.9 ,23,449.4, 480.2,-5.1, 1.3
1094,Cumberland County          ,463.5 ,"1,703",stable,-0.8 ,23,453.5, 473.8,-3.1, 1.6
1095,Somerset County          ,454.1 ,327,stable,-0.4 ,23,431.5, 477.6,-5.3, 4.9
1096,Franklin County          ,450.5 ,191,stable,3.6 ,23,420.7, 482.0,-1.5, 8.9
1097,Lincoln County          ,447.0 ,251,stable,0.0 ,23,420.4, 475.1,-4.5, 4.7
1098,Sagadahoc County          ,435.0 ,221,falling,-8.0 ,23,408.7, 462.7,-12.5, -3.2
1099,Wicomico County          ,521.3 ,592,stable,0.5 ,24,502.2, 541.0,-6.6, 8.1
1100,Cecil County          ,521.0 ,609,stable,1.4 ,24,502.1, 540.5,-2.4, 5.5
1101,Harford County          ,502.1 ,"1,483",stable,0.8 ,24,490.4, 514.0,-1.9, 3.5
1102,Allegany County          ,498.7 ,501,stable,2.3 ,24,478.8, 519.3,-3.6, 8.6
1103,Dorchester County          ,491.7 ,225,stable,-1.8 ,24,462.1, 522.8,-6.9, 3.5
1104,Somerset County          ,487.1 ,148,stable,2.1 ,24,451.8, 524.5,-2.7, 7.2
1105,Carroll County          ,486.0 ,994,stable,-1.3 ,24,472.2, 500.2,-4.1, 1.6
1106,Worcester County          ,485.1 ,413,stable,1.0 ,24,462.5, 508.7,-5.8, 8.2
1107,Baltimore County          ,483.3 ,"4,877",stable,-1.2 ,24,477.1, 489.6,-5.1, 2.8
1108,Caroline County          ,482.6 ,190,falling,-4.9 ,24,451.7, 515.2,-8.7, -0.9
1109,Washington County          ,476.4 ,868,stable,0.1 ,24,462.1, 491.1,-5.3, 5.7
1110,Kent County          ,474.8 ,153,stable,0.8 ,24,438.8, 513.4,-4.9, 6.9
1111,Queen Annes County          ,468.6 ,298,stable,4.0 ,24,444.2, 494.0,-6.2, 15.2
1112,Anne Arundel County          ,465.5 ,"2,897",stable,-0.3 ,24,457.8, 473.4,-1.9, 1.3
1113,Calvert County          ,459.6 ,471,stable,-3.3 ,24,440.5, 479.3,-10.6, 4.6
1114,Talbot County          ,455.6 ,291,stable,0.2 ,24,430.3, 482.2,-4.6, 5.3
1115,Frederick County          ,451.4 ,"1,213",stable,0.9 ,24,439.8, 463.2,-4.8, 6.8
1116,Charles County          ,446.6 ,691,stable,-0.1 ,24,431.3, 462.4,-3.0, 3.0
1117,St. Marys County          ,440.0 ,503,stable,-3.8 ,24,422.5, 458.0,-10.9, 3.9
1118,Garrett County          ,408.2 ,175,stable,2.1 ,24,380.5, 437.6,-7.3, 12.6
1119,Prince Georges County          ,406.1 ,"3,695",stable,-0.8 ,24,400.0, 412.2,-3.8, 2.2
1120,Howard County          ,403.7 ,"1,318",stable,-3.4 ,24,393.6, 413.9,-9.2, 2.8
1121,Montgomery County          ,379.3 ,"4,414",stable,-1.6 ,24,374.2, 384.4,-3.8, 0.7
1122,"Dukes County          7,8",491.4 ,123,falling,-1.2 ,25,450.9, 534.9,-2.2, -0.2
1123,"Nantucket County          7,8",481.3 ,59,falling,-2.0 ,25,426.7, 541.3,-3.8, -0.1
1124,"Barnstable County          7,8",477.1 ,"1,854",falling,-1.5 ,25,466.3, 488.0,-1.9, -1.1
1125,"Plymouth County          7,8",475.6 ,"3,047",falling,-2.5 ,25,467.9, 483.5,-3.6, -1.4
1126,"Norfolk County          7,8",465.0 ,"3,943",falling,-2.1 ,25,458.4, 471.7,-3.0, -1.3
1127,"Worcester County          7,8",463.5 ,"4,390",falling,-0.4 ,25,457.2, 469.8,-0.7, -0.1
1128,"Essex County          7,8",459.3 ,"4,323",falling,-2.8 ,25,453.1, 465.7,-3.7, -1.8
1129,"Bristol County          7,8",442.3 ,"3,012",falling,-4.5 ,25,435.0, 449.6,-7.3, -1.5
1130,"Middlesex County          7,8",440.4 ,"7,886",falling,-2.4 ,25,436.0, 444.9,-3.3, -1.4
1131,"Suffolk County          7,8",435.3 ,"3,149",falling,-3.5 ,25,428.4, 442.3,-4.4, -2.6
1132,"Berkshire County          7,8",428.7 ,824,falling,-2.7 ,25,414.9, 442.8,-3.5, -1.9
1133,"Hampden County          7,8",427.6 ,"2,393",falling,-1.2 ,25,419.8, 435.6,-1.7, -0.8
1134,"Hampshire County          7,8",410.2 ,754,falling,-1.7 ,25,396.6, 424.2,-2.1, -1.2
1135,"Franklin County          7,8",388.6 ,393,falling,-1.6 ,25,370.6, 407.3,-2.3, -0.8
1136,Osceola County          ,549.2 #  ,177,stable,-0.7 ,26,512.2, 588.5,-19.6, 22.7
1137,Roscommon County          ,532.7 #  ,238,stable,2.1 ,26,497.5, 570.2,-5.9, 10.8
1138,Grand Traverse County          ,516.0 #  ,610,stable,-2.5 ,26,497.2, 535.4,-5.7, 0.8
1139,Wexford County          ,510.1 #  ,219,stable,-1.3 ,26,479.3, 542.4,-4.4, 2.0
1140,"Wayne County          7,8",507.9 ,"10,312",falling,-1.4 ,26,503.4, 512.4,-2.0, -0.9
1141,Arenac County          ,505.4 #  ,123,stable,2.4 ,26,463.5, 550.7,-6.6, 12.3
1142,"Macomb County          7,8",498.8 ,"5,271",falling,-0.3 ,26,492.7, 505.0,-0.5, -0.1
1143,Clare County          ,489.0 #  ,226,stable,-0.5 ,26,458.9, 520.6,-9.2, 9.1
1144,Montmorency County          ,488.5 #  ,89,stable,1.8 ,26,438.4, 544.2,-10.8, 16.0
1145,"Oakland County          7,8",483.0 ,"7,224",falling,-0.9 ,26,477.9, 488.1,-1.2, -0.6
1146,Shiawassee County          ,479.2 #  ,422,stable,1.7 ,26,458.3, 500.8,-7.4, 11.7
1147,Genesee County          ,479.0 #  ,"2,418",stable,-1.9 ,26,470.3, 487.8,-6.1, 2.6
1148,Kalkaska County          ,474.9 #  ,116,stable,-1.4 ,26,435.3, 517.4,-7.2, 4.7
1149,Eaton County          ,472.7 #  ,643,stable,0.5 ,26,455.9, 490.0,-6.4, 7.9
1150,Emmet County          ,471.7 #  ,224,stable,1.1 ,26,443.1, 501.8,-7.7, 10.8
1151,Cheboygan County          ,468.4 #  ,198,stable,-3.8 ,26,437.4, 501.3,-12.6, 5.9
1152,Charlevoix County          ,466.8 #  ,182,stable,1.1 ,26,434.7, 500.9,-6.7, 9.5
1153,Tuscola County          ,466.1 #  ,347,stable,1.1 ,26,443.7, 489.5,-7.4, 10.3
1154,Alpena County          ,464.3 #  ,209,stable,-1.4 ,26,435.2, 495.1,-5.8, 3.1
1155,Jackson County          ,462.3 #  ,919,stable,-2.2 ,26,448.7, 476.3,-7.9, 3.7
1156,Berrien County          ,460.1 #  ,956,stable,-0.8 ,26,446.7, 473.8,-6.6, 5.3
1157,Van Buren County          ,457.2 #  ,432,stable,-1.8 ,26,437.4, 477.6,-5.5, 1.9
1158,Otsego County          ,457.0 #  ,153,stable,5.2 ,26,423.8, 492.3,-6.2, 18.0
1159,Huron County          ,456.6 #  ,234,stable,-2.1 ,26,428.8, 486.0,-14.5, 12.1
1160,Ingham County          ,454.6 #  ,"1,280",stable,-0.2 ,26,443.1, 466.2,-3.7, 3.4
1161,Benzie County          ,452.5 #  ,124,stable,-4.0 ,26,414.9, 493.1,-16.0, 9.7
1162,Lapeer County          ,451.5 #  ,505,stable,-2.6 ,26,433.3, 470.2,-8.7, 3.9
1163,Saginaw County          ,451.0 #  ,"1,143",stable,0.3 ,26,439.0, 463.2,-3.0, 3.8
1164,Muskegon County          ,450.1 #  ,938,stable,-0.8 ,26,437.0, 463.6,-2.5, 0.9
1165,St. Clair County          ,448.9 #  ,930,stable,-0.8 ,26,435.6, 462.4,-6.5, 5.2
1166,Gladwin County          ,447.0 #  ,193,stable,-2.6 ,26,417.3, 478.6,-9.2, 4.4
1167,Bay County          ,446.1 #  ,639,stable,2.0 ,26,430.2, 462.5,-1.6, 5.9
1168,Schoolcraft County          ,442.4 #  ,59,stable,3.3 ,26,388.8, 502.4,-3.5, 10.5
1169,Lenawee County          ,442.3 #  ,558,stable,-2.3 ,26,425.6, 459.6,-7.2, 2.8
1170,Ionia County          ,439.8 #  ,309,stable,-1.6 ,26,417.6, 462.8,-7.5, 4.5
1171,Antrim County          ,434.5 #  ,166,stable,2.1 ,26,402.9, 468.3,-14.0, 21.3
1172,Presque Isle County          ,434.4 #  ,105,stable,-0.9 ,26,392.9, 480.0,-5.6, 4.1
1173,Menominee County          ,433.0 #  ,158,stable,2.3 ,26,401.5, 466.7,-21.1, 32.6
1174,Kent County          ,432.8 #  ,"2,817",stable,-2.3 ,26,425.5, 440.2,-8.7, 4.5
1175,Manistee County          ,430.7 #  ,168,stable,-6.0 ,26,400.0, 463.6,-21.1, 12.1
1176,Missaukee County          ,430.5 #  ,88,stable,6.1 ,26,389.4, 475.0,-8.0, 22.4
